Accession ID,Subpopulation,fruitWeight (g),fruitLength (mm),fruitWidth (mm),fruitThickness (mm),stoneWeight (g),stoneLength (mm),stoneWidth (mm),stoneThickness (mm),seedWeight (g),seedLength (mm),seedWidth (mm),seedThickness (mm),brix,Pulp
pamkaimia,SP1,202.614166666666,94.2004166666666,64.1958333333333,59.7958333333333,27.9408333333333,72.3541666666666,30.8208333333333,18.6770833333333,17.9170833333333,56.4754166666666,24.2766666666666,15.3620833333333,7.251543440007143,20.6375
long,SP2 ,168.750416666666,88.19625,64.69,55.4858333333333,31.2283333333333,65.8308333333333,37.0204166666666,23.4441666666666,19.3158333333333,56.53875,29.74,19.0345833333333,5.403759940225208,15.9458333333333
duncan,SP1 ,352.679545454545,106.688181818181,79.0181818181818,72.6318181818181,24.9240909090909,78.502,40.3322727272727,17.1740909090909,17.0923809523809,56.6261904761904,32.0466666666666,15.9257142857142,14.150146809403084,13.990909090909
ivory,SP1,350.666666666666,160.416666666666,68.6666666666666,61.75,28.625,139.720833333333,34.1141666666666,16.06,14.1833333333333,56.7066666666666,26.1533333333333,12.83,12.2503639010189,19.2416666666666
hatcher,SP2,673.87409090909,119.573636363636,98.2254545454545,85.9663636363636,32.7704545454545,91.1447619047619,49.9486363636363,17.2980952380952,19.7336363636363,56.7904761904761,33.4195238095238,12.55,20.563464872737363,13.3772727272727
thaieverbearing,SP1,138.687916666666,80.1560416666666,57.8722916666666,50.920625,27.6504166666666,66.4904166666666,32.0183333333333,17.5310416666666,17.2277272727272,56.825238095238,28.6522727272727,15.2497727272727,5.015762270007975,17.525
namtamteem,SP1,280.106857142857,104.600285714285,72.1637142857142,63.446,32.888,89.5008695652173,38.922,18.3348571428571,16.5948571428571,56.8894285714285,27.564,11.7722857142857,8.516992737255443,16.4551428571428
s-10,SP2 ,272.774722222222,98.9944444444444,67.6733333333333,63.4158333333333,28.3108333333333,74.5527777777777,31.0652777777777,19.0369444444444,17.3805555555555,56.9286111111111,26.5402777777777,16.9844444444444,9.634994456382032,15.6138888888888
madoe,SP1 ,264.537083333333,86.1066666666666,70.2914583333333,67.3664583333333,31.5578723404255,72.1317021276595,33.5425531914893,21.1761702127659,18.4951063829787,57.0002127659574,25.6191489361702,16.3710869565217,8.382601985320225,16.4510638297872
z-0,SP2,209.885833333333,92.5833333333333,70.0,59.8333333333333,26.6516666666666,,32.2975,19.4858333333333,17.0408333333333,57.0066666666666,25.8233333333333,16.5058333333333,7.875148521043094,19.55
edgehill,SP1,368.058333333333,114.291666666666,76.3158333333333,72.2375,32.5833333333333,92.5608333333333,36.6566666666666,19.5225,18.625,57.4383333333333,29.0224999999999,16.0183333333333,11.295907928388749,14.7666666666666
angie,SP1 ,343.958148148148,109.258888888888,80.7014814814814,70.2907407407407,19.5811111111111,89.9548148148148,43.4033333333333,15.1344444444444,11.7333333333333,57.5603703703703,30.1062962962962,12.1414814814814,17.565813614783714,15.2925925925925
paheri,SP1,309.7,92.3827272727272,80.72,71.985,30.3333333333333,71.4491666666666,36.8816666666666,20.1591666666666,18.2083333333333,57.7516666666666,31.4325,16.4575,10.20989010989012,16.0416666666666
zill0-29,SP2 ,371.055416666666,96.55,87.5066666666666,79.9541666666666,31.2179166666666,67.215,39.6879166666666,21.03875,20.6491666666666,57.8691666666666,32.1308333333333,17.1266666666666,11.88597626896948,16.5166666666666
cac,SP1 ,443.64375,114.489583333333,87.3741666666666,77.1233333333333,38.9920833333333,82.4120833333333,41.4766666666666,20.60125,20.0958333333333,57.8816666666666,32.6570833333333,16.9991666666666,11.377790363428485,17.7991666666666
chokanon(kuching),SP1,302.393333333333,117.880833333333,73.5320833333333,62.5558333333333,24.6116666666666,95.96,31.915,15.5917391304347,14.4228571428571,57.9438095238095,27.4171428571428,13.4595238095238,12.286584952935618,20.2291666666666
kensington,SP1,498.633428571428,108.588571428571,90.8008571428571,83.4745714285714,42.946,80.8342857142857,44.8617142857142,22.2977142857142,24.2445714285714,57.9508571428571,29.48,16.0317142857142,11.610707133875753,15.3982857142857
carrie,SP1 ,336.995652173913,105.31304347826,80.285652173913,70.4604347826086,26.2173913043478,81.2760869565217,38.2473913043478,18.8469565217391,18.1739130434782,57.951304347826,28.8673913043478,15.65,12.853897180762864,16.4954545454545
zm-10,SP1 ,465.568571428571,107.655714285714,87.2292857142857,74.8871428571428,53.9278571428571,72.3964285714285,42.7149999999999,25.025,24.8530769230769,57.9930769230769,33.8941666666666,18.6592307692307,8.633173949323831,19.2
shwehintha,SP1 ,325.725833333333,127.522222222222,71.0022222222222,64.1094444444444,23.2633333333333,106.86,30.6130555555555,15.4727777777777,13.5661111111111,58.0055555555555,23.7758333333333,12.6063888888888,14.001683622295465,17.8388888888888
ono,SP1 ,261.98625,101.834166666666,75.1279166666666,64.2433333333333,29.34875,78.2616666666666,39.3030434782608,20.5026086956521,16.3465217391304,58.0795652173913,29.0386956521739,16.925652173913,8.926657864474636,17.8458333333333
allen-king-everbearing,SP2 ,358.257083333333,101.98875,81.3295833333333,75.5125,43.9125,84.1691666666666,41.9329166666666,22.4091666666666,22.1847826086956,58.2152173913043,32.2821739130434,16.691304347826,8.158430591137671,16.2041666666666
joz,SP2,587.978888888889,124.104722222222,96.7466666666666,84.8233333333333,35.9675,105.356944444444,50.3552777777777,17.8902777777777,17.8345714285714,58.2934285714285,35.1962857142857,13.9017142857142,16.347505077886673,14.0722222222222
bd3-80,SP2 ,809.745833333333,137.831666666666,111.250416666666,97.0433333333333,36.5295833333333,104.046666666666,47.8633333333333,18.4916666666666,19.2529166666666,58.3320833333333,32.2970833333333,14.9866666666666,22.166851068198163,14.2416666666666
earlygold,SP1 ,349.510555555555,109.6925,80.8886111111111,69.7086111111111,30.9472222222222,88.4674999999999,40.0966666666666,19.3516666666666,20.4041666666666,58.3333333333333,32.2922222222222,15.9211111111111,11.293761780809612,14.9194444444444
parisselectionno.1,SP2 ,346.760769230769,90.5876923076923,85.9834615384615,75.6430769230769,37.066923076923,71.1565384615384,40.7915384615384,22.2792307692307,22.6623076923076,58.3565384615384,31.7638461538461,18.5307692307692,9.354992010293246,16.2192307692307
valenciapride,SP2,516.108333333333,144.153333333333,83.1008333333333,76.3533333333333,38.975,124.7525,42.5766666666666,18.64,24.75,58.43,32.8208333333333,15.7275,13.24203549283728,13.9833333333333
provost,SP2 ,624.674545454545,145.361818181818,92.7215909090909,75.9975,30.8254545454545,113.062272727272,38.8127272727272,18.5638636363636,17.8031818181818,58.4311363636363,28.3156818181818,15.3145454545454,20.26489324053322,12.0022727272727
bd-34-89,SP2,403.840588235294,108.305882352941,88.8691176470588,78.3911764705882,25.4738235294117,84.0181818181818,46.095294117647,15.4767647058823,18.9286363636363,58.7081818181818,36.4877272727272,13.595909090909,15.853159529390066,11.9676470588235
pickering,SP2,285.286666666666,101.416666666666,74.9166666666666,70.6666666666666,22.905,,38.03,15.8158333333333,16.41,58.72,28.6116666666666,13.4683333333333,12.455213563268543,17.45
jehangir,SP1,388.65,93.6641666666666,86.3675,79.9659166666666,37.6941666666666,71.1458333333333,41.7366666666666,22.8275,25.1583333333333,58.9416666666666,31.0758333333333,19.2641666666666,10.310613932306078,14.1416666666666
mapuleha,SP1 ,466.732083333333,107.82875,92.8175,82.9529166666666,30.8729166666666,82.3366666666666,39.5608333333333,18.4191666666666,18.7241666666666,59.2195833333333,31.5679166666666,15.4869565217391,15.117848707740084,14.3291666666666
vandyke,SP2,361.908333333333,103.418333333333,81.2883333333333,75.8074999999999,29.5999999999999,81.0958333333333,40.9516666666666,18.0374999999999,20.4333333333333,59.5108333333333,31.4749999999999,14.6725,12.226632882882914,14.5416666666666
florigon,SP1 ,291.515833333333,92.8,77.3829166666666,71.85375,29.1941666666666,67.5858333333333,35.18125,21.2516666666666,21.43625,59.5316666666666,28.6920833333333,18.7241666666666,9.98541375274742,14.5958333333333
glenn,SP1 ,378.6046875,106.01375,78.220625,76.73625,30.428125,67.97,36.5565625,20.1028125,19.299375,59.5853125,30.7384375,16.87,12.442590120160212,14.96
eldon,SP2 ,381.24625,103.52375,85.4891666666666,75.8904166666666,32.1783333333333,72.4541666666666,39.94625,20.5545833333333,20.6204166666666,59.9408333333333,29.4225,17.37,11.84791785362823,14.4458333333333
o.p.tommyatkins,SP2,453.32791666666645,108.3106249999995,89.82479166666666,86.0979166666666,31.25374999999995,41.00416666666665,41.4172916666666,17.1964583333333,20.35757246376805,59.94778985507239,35.489855072463705,14.761902173913,14.50475276300179,13.955681818181802
ewais,SP1,260.72625,102.444583333333,73.07625,61.8558333333333,27.3616666666666,82.9345833333333,38.9187499999999,16.9054166666666,17.3095833333333,60.0462499999999,33.2791666666666,14.2141666666666,9.528887738320057,20.775
jewel,SP2 ,446.623125,107.066875,87.630625,81.12375,31.099375,88.5899999999999,45.18625,18.41625,18.998125,60.44625,33.89375,14.25375,14.361160795032056,15.21875
fairchild,SP1,253.65,97.5,73.4583333333333,65.75,34.7083333333333,76.8374999999999,35.96,21.6566666666666,20.625,60.8516666666666,29.7541666666666,16.2275,7.308043217286922,19.7249999999999
bd19-21,SP2 ,462.161388888888,107.666111111111,89.5630555555555,79.6911428571428,45.6283333333333,83.2141666666666,45.0524999999999,21.3525,26.4183333333333,60.8705555555555,33.9030555555555,16.3916666666666,10.128824682519378,15.4388888888888
fukuda,SP2,531.202777777777,110.158888888888,90.4211111111111,81.97,35.3505882352941,83.0725,44.0613888888888,19.8008333333333,20.9577777777777,60.9533333333333,33.6966666666666,14.5752777777777,15.026702646136538,16.5527777777777
rootstockofbrooksmia-17728,SP2,358.234999999999,102.375,80.5833333333333,79.125,40.33,,41.0066666666666,24.3572727272727,25.7866666666666,61.0522222222222,34.5766666666666,19.0788888888888,8.882593602777064,17.2
himsagar,SP1,511.875,126.381666666666,91.9416666666666,81.1075,46.65,100.415833333333,47.1316666666666,20.4108333333333,24.8333333333333,61.2791666666666,28.0966666666666,19.3841666666666,10.97266881028939,13.2333333333333
haden,SP2,370.605833333333,96.9166666666666,87.0833333333333,74.3333333333333,27.4916666666666,,39.4883333333333,16.9525,21.7333333333333,61.6055555555555,32.4266666666666,15.26,13.480660806304964,14.825
unknown,SP1 ,354.547777777777,104.335555555555,77.9411111111111,73.1158333333333,36.4133333333333,80.2941666666666,38.3236111111111,21.6611111111111,20.5358333333333,61.6644444444444,29.465,15.7747222222222,9.736756987672392,16.9666666666666
hodson,SP2 ,316.476904761904,100.562619047619,80.1538095238095,70.0954761904761,37.0683333333333,77.8971428571428,42.2930952380952,21.09,23.617619047619,62.9092857142857,32.752619047619,16.9809523809523,8.537662104093457,16.7880952380952
cushman,SP2 ,688.208333333333,126.876666666666,99.7075,91.6358333333333,47.0833333333333,94.6541666666666,42.6766666666666,23.9891666666666,27.5416666666666,62.9391666666666,31.24,17.9566666666666,14.61681415929204,15.5666666666666
step,SP2 ,456.675,154.333333333333,82.6508333333333,75.2008333333333,39.1999999999999,110.8025,41.005,18.9291666666666,24.2416666666666,63.0358333333333,35.225,14.9249999999999,11.649872448979622,14.5
perelouis,SP2 ,247.391666666666,91.91,71.4766666666666,61.2925,36.2083333333333,75.7975,41.2283333333333,22.8858333333333,24.0,63.595,35.1116666666666,19.5508333333333,6.832451093210575,19.7545454545454
heidi,SP2 ,443.209736842105,107.431315789473,92.2244736842105,79.4452631578947,31.325,81.3118421052631,36.1921052631578,22.4652631578947,21.6713157894736,63.7136842105263,30.1505263157894,20.2623684210526,14.148754567984197,17.3973684210526
vanraj,SP2 ,514.740555555555,107.166666666666,92.7944444444444,86.8111111111111,38.6333333333333,81.5666666666666,39.1366666666666,21.9244444444444,29.2867647058823,63.8241176470588,35.1361764705882,19.0047058823529,13.323741731377623,16.8166666666666
manzanacolorada,SP2 ,490.61625,106.73,94.7104166666666,84.7029166666666,39.8275,83.6308333333333,49.3058333333333,20.29375,25.3470833333333,64.175,39.1991666666666,16.9478260869565,12.3185299102379,15.075
piva,SP2 ,423.506923076923,116.417307692307,84.3334615384615,79.0353846153846,37.2853846153846,75.7571428571428,37.3834615384615,22.1534615384615,23.0776923076923,64.4730769230769,31.2911538461538,18.7680769230769,11.358523653318482,12.8307692307692
zilate,SP2,547.108333333333,128.424166666666,88.835,83.2275,39.7916666666666,105.849166666666,43.1925,19.2483333333333,22.3333333333333,64.5966666666666,35.9033333333333,14.9741666666666,13.749319371727765,16.7083333333333
gaylour,SP1 ,312.308333333333,126.969999999999,66.6408333333333,62.7741666666666,28.0833333333333,105.903333333333,28.0566666666666,18.7966666666666,17.125,64.8816666666666,23.775,16.1583333333333,11.120771513353116,16.1083333333333
smith(trec),SP2,553.68,125.225,88.0257692307692,85.4334615384615,40.9230769230769,101.470714285714,43.0965384615384,21.9796153846153,25.9888461538461,65.2073076923077,32.1692307692307,18.316923076923,13.529774436090232,16.1807692307692
brooks,SP2 ,405.983404255319,114.400425531914,79.8802127659574,73.5722916666666,42.12625,94.371875,45.1908333333333,21.6154166666666,27.204375,65.934375,38.3322916666666,18.548125,9.637302258219496,16.5854166666666
sabre,SP2 ,225.313055555555,101.16,68.4644444444444,61.1466666666666,32.445,81.2944444444444,33.1086111111111,21.4122857142857,17.9738888888888,66.0666666666666,24.7744444444444,17.5072222222222,6.944461567438896,10.725
wa2-05-07,SP2,359.266666666666,109.365,81.3875,70.29,38.6666666666666,88.7966666666666,45.8316666666666,19.5558333333333,23.625,66.2058333333333,37.0758333333333,15.795,9.291379310344826,15.575
sandersha,SP2,424.402777777777,140.506944444444,79.1458333333333,71.1255555555555,35.5911764705882,117.944444444444,38.1438888888888,18.7830555555555,23.3722222222222,66.3094444444444,30.4138888888888,17.0911111111111,11.924381823357104,13.2138888888888
hw14,SP1 ,276.435,108.9525,71.9933333333333,61.0133333333333,33.7175,91.1833333333333,39.6916666666666,19.2958333333333,23.3791666666666,66.3433333333333,31.9258333333333,16.7025,8.198561577815674,18.05
mamou,SP1,363.266666666666,138.961666666666,70.5741666666666,66.6225,30.875,121.218333333333,37.11,17.1308333333333,17.9583333333333,66.485,30.3016666666666,14.6091666666666,11.765721997300924,19.2833333333333
kent,SP2 ,715.118387096774,119.660322580645,104.18064516129,94.9219354838709,57.4170967741935,95.2274193548387,54.2725806451612,24.6054838709677,36.2045161290322,66.9109677419354,40.3316129032258,18.6616129032258,12.454798784221856,14.6290322580645
golek,SP1 ,227.808333333333,104.214999999999,67.4425,57.2083333333333,33.875,89.9158333333333,33.0541666666666,20.6608333333333,22.625,67.0083333333333,27.6466666666666,17.8758333333333,6.724969249692487,15.5083333333333
popijukalay,SP1,282.925,118.2,64.7858333333333,61.0491666666666,27.5833333333333,98.0899999999999,29.2808333333333,18.5941666666666,17.625,67.2541666666666,24.385,16.0233333333333,10.25709969788521,22.3833333333333
becky,SP2,659.915833333333,137.25,98.0833333333333,91.6666666666666,46.5808333333333,,44.5241666666666,22.1791666666666,28.7091666666666,67.3,33.8283333333333,17.6483333333333,14.167110936186202,13.25
beverly,SP2,501.144444444444,114.382222222222,95.8705555555555,83.8294444444444,44.4622222222222,92.1216666666666,49.8494444444444,21.3111111111111,29.5011111111111,67.4838888888888,40.6611111111111,17.89,11.271241503398636,14.8333333333333
no.5-4(palmersdlgo.p.-zerifinsel.),SP1 ,580.096086956521,121.72909090909,96.4695454545454,86.5431818181818,57.4622727272727,81.45125,47.9479166666666,24.7420833333333,36.485,67.7208333333333,31.7766666666666,19.8991666666666,10.095251361006406,15.4173913043478
imampasand,SP1 ,440.283333333333,110.693333333333,86.31,77.8933333333333,40.0441666666666,88.7241666666666,43.2725,21.3441666666666,26.7249999999999,68.7708333333333,33.2149999999999,16.9883333333333,10.99494308367845,17.4181818181818
springfels,SP2 ,660.126774193548,137.57,96.5790322580645,92.67,44.6322580645161,109.710416666666,41.956129032258,21.6522580645161,27.1619354838709,68.9967741935483,33.7290322580645,18.1832258064516,14.7903512575889,17.5193548387096
diab,SP1,375.358333333333,128.608333333333,71.4516666666666,66.035,33.6941666666666,98.394,31.5390909090909,19.9654545454545,23.2866666666666,69.3658333333333,26.7291666666666,17.5633333333333,11.140157791902666,16.0833333333333
panchadarakalasa,SP1 ,425.666666666666,105.774999999999,89.0949999999999,76.2316666666666,43.2916666666666,82.8066666666666,47.6708333333333,20.8441666666666,28.2083333333333,69.4525,36.485,18.0508333333333,9.832531280076998,16.3833333333333
hongsa,SP1,499.640999999999,162.74,79.9235,58.3929999999999,38.2825,126.198,40.7935,17.0625,18.6805,70.6985,30.73,14.8139999999999,13.051420361784078,15.605
goldenlippens,SP2 ,603.233888888888,127.271111111111,92.935,89.2433333333333,40.3961111111111,98.9444444444444,41.4244444444444,22.1711111111111,25.6811111111111,71.1411111111111,34.5972222222222,18.4241176470588,14.932969345233987,12.9111111111111
cogshall,SP1 ,353.224999999999,122.358333333333,78.8008333333333,67.7866666666666,35.8333333333333,90.8836363636363,34.5845454545454,27.0208333333333,26.375,71.3658333333333,30.83,18.7,9.857441860465098,17.2166666666666
peddarasam,SP1 ,537.666666666666,145.083333333333,93.25,80.5833333333333,55.9583333333333,124.0175,53.9733333333333,21.1333333333333,26.9749999999999,71.4508333333333,36.2641666666666,16.5933333333333,9.608339538346977,9.92499999999999
siamese,SP1 ,463.491666666666,159.333333333333,79.4091666666666,64.2233333333333,31.2416666666666,132.780833333333,35.145,19.5208333333333,18.575,72.0083333333333,28.5649999999999,16.4916666666666,14.835689517204598,19.8833333333333
aroemanis,SP1 ,298.45,117.598333333333,71.5179166666666,63.7041666666666,38.7795833333333,96.72625,34.1591666666666,21.2016666666666,25.23375,74.0158333333333,25.6254166666666,17.8741666666666,7.69605999720644,16.3125
ameeri,SP1 ,492.091666666666,134.586666666666,83.125,80.1283333333333,49.9779166666666,109.989166666666,39.7229166666666,20.69625,28.1720833333333,77.9420833333333,33.2679166666666,15.88875,9.84618206374482,16.0708333333333
catsaigon,SP1 ,931.329166666666,189.68125,103.295833333333,93.9658333333333,54.4154166666666,156.16875,48.4054166666666,19.8491666666666,32.4183333333333,78.08125,38.9941666666666,16.1025,17.115171098876704,17.3875
